"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 07 19:56:40 IST 2019","Thu Feb 07 19:56:51 IST 2019","11241","","A registered user can Login gmail and can access his account","","A registered user can Login gmail and can access his account","To verify if user can login to gmail","To verify if user can login to gmail",""
